pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration,alt,raan,id_simulation
265830,1.47902,43,-1,-1,-1,55.6658,27.4582,0.015849,868000000.0,10,125000,1,0,0.573232,20383.5,0,-136.249,-133,0.436224,600,210,sim_alt_600_raan_210
265872,1.8296,33,-1,-1,-1,47.239,17.4643,0.019953,868000000.0,10,125000,1,0,-7.89985,20085.1,0,-138.035,-133,0.436224,600,210,sim_alt_600_raan_210
265889,1.88943,18,-1,-1,-1,40.3252,0.458257,0.015849,868000000.0,10,125000,1,0,-14.866,18208.7,0,-141.123,-133,0.436224,600,210,sim_alt_600_raan_210
265896,1.94412,3,-1,-1,-1,41.7537,-4.41958,0.015849,868000000.0,11,125000,1,0,-14.6011,17377.3,0,-141.05,-135,0.790528,600,210,sim_alt_600_raan_210
265898,1.99417,7,-1,-1,-1,47.6351,15.354,0.015849,868000000.0,11,125000,1,0,-7.87613,19959.5,0,-139.028,-135,0.790528,600,210,sim_alt_600_raan_210
265920,2.1175,35,-1,-1,-1,45.7431,26.4773,0.019953,868000000.0,10,125000,1,0,-8.02047,20131.1,0,-138.072,-133,0.436224,600,210,sim_alt_600_raan_210
265927,2.14942,8,-1,-1,-1,60.4856,7.73014,0.025119,868000000.0,11,125000,1,0,1.80505,18155.5,0,-133.84,-135,0.790528,600,210,sim_alt_600_raan_210
265929,2.31215,41,-1,-1,-1,59.5484,25.9088,0.019953,868000000.0,11,125000,1,0,4.50633,20306.7,0,-133.943,-135,0.790528,600,210,sim_alt_600_raan_210
265951,2.47213,32,-1,-1,-1,51.2589,12.3527,0.019953,868000000.0,11,125000,1,0,-5.46524,19655.7,0,-137.254,-135,0.790528,600,210,sim_alt_600_raan_210
265953,2.48841,47,-1,-1,-1,60.7194,5.65594,0.015849,868000000.0,11,125000,1,0,1.60365,17704.8,0,-135.907,-135,0.790528,600,210,sim_alt_600_raan_210
265955,2.49493,25,-1,-1,-1,47.5334,10.9197,0.019953,868000000.0,10,125000,1,0,-8.49768,19554.6,0,-138.224,-133,0.436224,600,210,sim_alt_600_raan_210
265957,2.49528,17,-1,-1,-1,50.975,1.0294,0.019953,868000000.0,10,125000,1,0,-7.40484,17988.3,0,-137.88,-133,0.436224,600,210,sim_alt_600_raan_210
265974,2.56118,23,-1,-1,-1,52.8622,11.1827,0.019953,868000000.0,10,125000,1,0,-4.32761,19458.1,0,-136.882,-133,0.436224,600,210,sim_alt_600_raan_210
265976,2.57918,30,-1,-1,-1,49.4973,17.4698,0.015849,868000000.0,11,125000,1,0,-6.14016,20107.4,0,-138.472,-135,0.790528,600,210,sim_alt_600_raan_210
265978,2.60942,40,-1,-1,-1,60.8808,23.4982,0.015849,868000000.0,12,125000,1,0,5.5685,20134.2,0,-134.595,-137,1.58106,600,210,sim_alt_600_raan_210
265980,2.62481,52,-1,-1,-1,39.7577,32.3711,0.019953,868000000.0,11,125000,1,0,-11.8922,19417.4,0,-139.259,-135,0.790528,600,210,sim_alt_600_raan_210
265987,2.65339,16,-1,-1,-1,42.4575,7.48746,0.019953,868000000.0,11,125000,1,0,-12.5337,19164.5,0,-139.452,-135,0.790528,600,210,sim_alt_600_raan_210
265989,2.65797,34,-1,-1,-1,48.7562,19.7846,0.025119,868000000.0,11,125000,1,0,-6.42378,20211.8,0,-136.563,-135,0.790528,600,210,sim_alt_600_raan_210
266011,2.80332,22,-1,-1,-1,49.8807,11.1424,0.019953,868000000.0,11,125000,1,0,-6.70278,19549.3,0,-137.654,-135,0.790528,600,210,sim_alt_600_raan_210
266013,2.81004,49,-1,-1,-1,46.408,9.75733,0.015849,868000000.0,11,125000,1,0,-9.47561,19433.6,0,-139.529,-135,0.790528,600,210,sim_alt_600_raan_210
266020,2.83726,53,-1,-1,-1,63.4292,-20.8181,0.019953,868000000.0,10,125000,1,0,-1.61483,10394.3,0,-135.986,-133,0.436224,600,210,sim_alt_600_raan_210
266027,2.90519,39,-1,-1,-1,43.5465,21.5478,0.025119,868000000.0,12,125000,1,0,-10.1592,20100.1,0,-137.738,-137,1.58106,600,210,sim_alt_600_raan_210
266049,3.08797,48,-1,-1,-1,58.3997,11.2994,0.015849,868000000.0,10,125000,1,0,0.596989,19042.3,0,-136.243,-133,0.436224,600,210,sim_alt_600_raan_210
266061,3.16225,9,-1,-1,-1,39.6549,24.3091,0.025119,868000000.0,10,125000,1,0,-12.5685,19878.9,0,-138.46,-133,0.436224,600,210,sim_alt_600_raan_210
266063,3.18303,19,-1,-1,-1,38.1762,0.856056,0.025119,868000000.0,11,125000,1,0,-16.1607,18245.6,0,-139.481,-135,0.790528,600,210,sim_alt_600_raan_210
266065,3.21416,51,-1,-1,-1,41.8919,29.6462,0.019953,868000000.0,10,125000,1,0,-10.5368,19761.7,0,-138.852,-133,0.436224,600,210,sim_alt_600_raan_210
266072,3.2322,5,-1,-1,-1,53.5397,3.21519,0.015849,868000000.0,12,125000,1,0,-5.10325,18197.2,0,-138.137,-137,1.58106,600,210,sim_alt_600_raan_210
266079,3.26317,56,-1,-1,-1,36.3084,12.5542,0.019953,868000000.0,12,125000,1,0,-16.0101,19452.1,0,-140.438,-137,1.58106,600,210,sim_alt_600_raan_210
266081,3.28637,31,-1,-1,-1,54.7544,21.0473,0.025119,868000000.0,11,125000,1,0,-1.13987,20268.7,0,-134.823,-135,0.790528,600,210,sim_alt_600_raan_210
266088,3.298,26,-1,-1,-1,45.7065,9.06593,0.025119,868000000.0,11,125000,1,0,-10.0481,19352.7,0,-137.706,-135,0.790528,600,210,sim_alt_600_raan_210
266090,3.32504,45,-1,-1,-1,51.1713,24.9679,0.025119,868000000.0,11,125000,1,0,-3.7815,20338.4,0,-135.7,-135,0.790528,600,210,sim_alt_600_raan_210
266092,3.39506,50,-1,-1,-1,39.4666,15.4567,0.025119,868000000.0,12,125000,1,0,-13.6154,19751.0,0,-138.765,-137,1.58106,600,210,sim_alt_600_raan_210
266094,3.47678,55,-1,-1,-1,29.3703,-15.3954,0.025119,868000000.0,11,125000,1,0,-23.5713,15275.7,0,-141.342,-135,0.790528,600,210,sim_alt_600_raan_210
266106,3.49706,1,-1,-1,-1,47.2765,2.22214,0.015849,868000000.0,12,125000,1,0,-9.91183,18378.0,0,-139.665,-137,1.58106,600,210,sim_alt_600_raan_210
266113,3.5561,15,-1,-1,-1,44.3496,3.32595,0.025119,868000000.0,11,125000,1,0,-11.7558,18604.3,0,-138.223,-135,0.790528,600,210,sim_alt_600_raan_210
