pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
6870, 1.95057, 20, -1,-1,-1,39.7553,-9.35268,0.019953,8.68e+08,10,125000,1,0,-7.98632,17345.3,0,-138.512,-133,0.436224
6878, 7.54517, 48, -1,-1,-1,56.6076,12.8569,0.015849,8.68e+08,10,125000,1,0,17.3604,18723.5,1,-132.041,-133,0.436224
6886, 8.54761, 40, -1,-1,-1,59.1236,25.6898,0.015849,8.68e+08,10,125000,1,0,28.2784,16703.9,1,-129.588,-133,0.436224
6894, 9.50208, 29, -1,-1,-1,51.2316,20.2503,0.019953,8.68e+08,11,125000,1,0,10.2839,19380.6,1,-132.956,-135,0.790528
6902, 11.0438, 36, -1,-1,-1,42.8721,21.2682,0.025119,8.68e+08,11,125000,1,0,0.318361,19347,1,-134.968,-135,0.790528
6909, 13.1974, 55, -1,-1,-1,29.3409,-14.2582,0.025119,8.68e+08,12,125000,1,0,-15.6694,16719.8,0,-139.657,-137,1.58106
6922, 14.3829, 23, -1,-1,-1,52.3551,9.17867,0.015849,8.68e+08,11,125000,1,0,9.71525,19101.4,1,-134.121,-135,0.790528
6924, 14.5223, 57, -1,-1,-1,36.1272,33.7657,0.019953,8.68e+08,10,125000,1,0,-5.71466,16416.2,0,-137.825,-133,0.436224
6931, 15.1534, 51, -1,-1,-1,42.2294,28.194,0.015849,8.68e+08,10,125000,1,0,0.082985,17894,0,-137.041,-133,0.436224
6948, 16.2902, 14, -1,-1,-1,53.9616,-4.16799,0.025119,8.68e+08,10,125000,1,0,6.64621,15648.3,0,-133.03,-133,0.436224
6950, 16.8845, 35, -1,-1,-1,44.8964,23.9506,0.019953,8.68e+08,11,125000,1,0,2.95862,18823.1,0,-135.15,-135,0.790528
6958, 17.7746, 12, -1,-1,-1,53.1839,-3.87715,0.019953,8.68e+08,12,125000,1,0,5.95415,15994.4,1,-134.238,-137,1.58106
6961, 18.0523, 41, -1,-1,-1,57.7942,23.9073,0.019953,8.68e+08,10,125000,1,0,25.6436,17315.2,1,-129.122,-133,0.436224
6968, 20.7087, 25, -1,-1,-1,47.4666,6.98245,0.025119,8.68e+08,10,125000,1,0,3.63432,19321.5,0,-133.943,-133,0.436224
6981, 22.4572, 58, -1,-1,-1,62.6808,-4.27248,0.015849,8.68e+08,12,125000,1,0,17.2557,9602.06,1,-132.068,-137,1.58106
6983, 23.1362, 4, -1,-1,-1,42.7292,12.7851,0.025119,8.68e+08,11,125000,1,0,0.020446,19813.6,0,-135.06,-135,0.790528
6996, 27.1386, 11, -1,-1,-1,55.1052,36.446,0.025119,8.68e+08,11,125000,1,0,17.8388,12183.6,1,-129.918,-135,0.790528
