pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
24406, 5.42316, 29, -1,-1,-1,53.936,21.8859,0.019953,8.68e+08,12,125000,1,0,8.28807,17604,1,-133.541,-137,1.58106
24413, 7.30733, 14, -1,-1,-1,51.585,-6.38312,0.025119,8.68e+08,10,125000,1,0,-3.94901,10173,0,-136.3,-133,0.436224
24420, 11.8149, 7, -1,-1,-1,48.5725,16.5475,0.019953,8.68e+08,11,125000,1,0,1.19878,17403.6,0,-135.7,-135,0.790528
24428, 13.4802, 11, -1,-1,-1,54.6745,40.1189,0.015849,8.68e+08,10,125000,1,0,16.6769,18953.7,1,-132.214,-133,0.436224
24440, 14.1788, 19, -1,-1,-1,38.9832,-1.03004,0.015849,8.68e+08,10,125000,1,0,-10.8757,14340.4,0,-140.353,-133,0.436224
24442, 14.4398, 35, -1,-1,-1,44.6343,23.6283,0.019953,8.68e+08,11,125000,1,0,-0.427149,19184.9,0,-136.202,-135,0.790528
24450, 19.7632, 47, -1,-1,-1,60.5036,6.11778,0.025119,8.68e+08,12,125000,1,0,8.67221,8934.75,1,-132.429,-137,1.58106
24457, 21.4279, 18, -1,-1,-1,41.9765,2.48894,0.019953,8.68e+08,11,125000,1,0,-7.68753,14707.3,0,-138.425,-135,0.790528
24465, 24.1258, 38, -1,-1,-1,44.0665,16.4545,0.025119,8.68e+08,12,125000,1,0,-2.23063,17829.3,1,-135.762,-137,1.58106
24472, 28.7505, 5, -1,-1,-1,51.991,3.55056,0.019953,8.68e+08,10,125000,1,0,0.493259,12257.2,0,-135.921,-133,0.436224
24490, 32.7339, 43, -1,-1,-1,54.382,24.8532,0.025119,8.68e+08,12,125000,1,0,12.4566,17383.9,1,-131.342,-137,1.58106
24497, 32.8611, 32, -1,-1,-1,50.2498,14.7601,0.019953,8.68e+08,11,125000,1,0,3.37554,16048.1,0,-135.025,-135,0.790528
24500, 33.5961, 40, -1,-1,-1,61.5843,25.8132,0.015849,8.68e+08,11,125000,1,0,26.0298,12714.9,1,-130.041,-135,0.790528
24502, 33.6791, 30, -1,-1,-1,49.2143,21.9524,0.025119,8.68e+08,12,125000,1,0,4.87397,18057.9,0,-133.563,-137,1.58106
24509, 40.3016, 27, -1,-1,-1,50.9271,4.44276,0.015849,8.68e+08,10,125000,1,0,0.417719,12503.5,0,-136.943,-133,0.436224
24521, 42.4151, 4, -1,-1,-1,41.1318,13.9048,0.019953,8.68e+08,11,125000,1,0,-4.38059,17509.1,0,-137.423,-135,0.790528
24524, 42.8052, 22, -1,-1,-1,51.6729,8.62941,0.019953,8.68e+08,12,125000,1,0,2.76735,13714.6,1,-135.213,-137,1.58106
24531, 45.5391, 20, -1,-1,-1,38.1626,-10.6864,0.015849,8.68e+08,12,125000,1,0,-13.0629,11301.2,0,-140.965,-137,1.58106
24538, 47.1247, 54, -1,-1,-1,34.0821,-17.7074,0.025119,8.68e+08,11,125000,1,0,-17.3044,9867.48,0,-140.084,-135,0.790528
24551, 50.1372, 8, -1,-1,-1,58.1696,11.1825,0.025119,8.68e+08,12,125000,1,0,10.6778,10648.6,1,-131.844,-137,1.58106
24553, 50.973, 52, -1,-1,-1,38.9057,34.601,0.015849,8.68e+08,12,125000,1,0,-1.79733,19664.9,0,-137.621,-137,1.58106
24690, 52.1629, 57, -1,-1,-1,35.7131,35.2012,0.015849,8.68e+08,10,125000,1,0,-4.4568,19526.2,0,-138.439,-133,0.436224
24693, 53.5761, 34, -1,-1,-1,49.2474,19.3182,0.025119,8.68e+08,12,125000,1,0,5.29355,17229.5,1,-133.434,-137,1.58106
24695, 53.5906, 37, -1,-1,-1,40.5975,21.4752,0.019953,8.68e+08,12,125000,1,0,-2.41343,18843.9,0,-136.814,-137,1.58106
24707, 57.1494, 1, -1,-1,-1,47.8971,1.11752,0.025119,8.68e+08,10,125000,1,0,-2.54522,12174.7,0,-135.862,-133,0.436224
24710, 58.3578, 59, -1,-1,-1,70.9466,17.753,0.025119,8.68e+08,12,125000,1,0,23.5747,-5922.01,1,-128.565,-137,1.58106
24717, 60.7342, 21, -1,-1,-1,42.0054,-8.52936,0.015849,8.68e+08,10,125000,1,0,-9.63259,10986.5,0,-139.997,-133,0.436224
24725, 62.499, 48, -1,-1,-1,57.8388,10.8135,0.025119,8.68e+08,12,125000,1,0,10.7388,10305.8,1,-131.826,-137,1.58106
24738, 68.0764, 42, -1,-1,-1,56.678,21.1805,0.019953,8.68e+08,11,125000,1,0,17.0803,14142.4,1,-131.107,-135,0.790528
24750, 68.4219, 55, -1,-1,-1,29.3546,-15.6825,0.025119,8.68e+08,10,125000,1,0,-19.0125,10877.9,0,-140.505,-133,0.436224
