pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
48189, 5.09351, 19, -1,-1,-1,39.2054,-0.944952,0.015849,8.68e+08,11,125000,1,0,-6.47101,18895.9,0,-139.058,-135,0.790528
48206, 6.35105, 39, -1,-1,-1,45.5509,21.6869,0.015849,8.68e+08,10,125000,1,0,2.90461,19364.1,0,-136.167,-133,0.436224
48208, 6.52529, 24, -1,-1,-1,48.8042,9.34343,0.025119,8.68e+08,10,125000,1,0,4.70915,19651,0,-133.615,-133,0.436224
48210, 6.65956, 22, -1,-1,-1,51.4039,9.10098,0.019953,8.68e+08,10,125000,1,0,7.8,19361.7,0,-133.683,-133,0.436224
48218, 12.8951, 38, -1,-1,-1,46.6514,16.8355,0.025119,8.68e+08,12,125000,1,0,4.02536,19797.3,1,-133.823,-137,1.58106
48230, 13.5688, 35, -1,-1,-1,43.0379,25.6615,0.019953,8.68e+08,10,125000,1,0,0.822591,18519.3,0,-135.811,-133,0.436224
48233, 14.1902, 6, -1,-1,-1,58.7446,14.9011,0.015849,8.68e+08,11,125000,1,0,24.0451,17903.6,1,-130.465,-135,0.790528
48241, 16.2538, 41, -1,-1,-1,58.2688,24.8952,0.025119,8.68e+08,10,125000,1,0,26.8912,16927.9,1,-127.865,-133,0.436224
48249, 17.9566, 46, -1,-1,-1,52.8958,29.0093,0.015849,8.68e+08,11,125000,1,0,14.2672,16863.2,1,-132.846,-135,0.790528
48261, 24.3201, 52, -1,-1,-1,40.5674,33.2068,0.019953,8.68e+08,12,125000,1,0,-1.36065,16308,0,-136.488,-137,1.58106
48269, 24.6484, 33, -1,-1,-1,48.4983,18.9946,0.019953,8.68e+08,12,125000,1,0,7.48443,19421.3,1,-133.774,-137,1.58106
48272, 24.9463, 48, -1,-1,-1,57.3759,11.2263,0.015849,8.68e+08,10,125000,1,0,20.3717,17680.4,1,-131.3,-133,0.436224
48279, 26.1422, 20, -1,-1,-1,38.6376,-10.9667,0.025119,8.68e+08,11,125000,1,0,-8.19241,16693.8,0,-137.572,-135,0.790528
48297, 29.1774, 8, -1,-1,-1,60.2786,11.8187,0.015849,8.68e+08,10,125000,1,0,28.504,15737.9,1,-129.542,-133,0.436224
48299, 29.208, 45, -1,-1,-1,50.3904,22.374,0.025119,8.68e+08,10,125000,1,0,11.0739,18710.5,0,-131.728,-133,0.436224
48302, 30.1149, 53, -1,-1,-1,63.3677,-20.5267,0.019953,8.68e+08,12,125000,1,0,7.80193,4166.8,1,-133.687,-137,1.58106
48309, 31.8616, 30, -1,-1,-1,51.4066,20.2801,0.015849,8.68e+08,10,125000,1,0,12.7663,18926,0,-133.254,-133,0.436224
48316, 38.087, 3, -1,-1,-1,39.3525,-4.27633,0.015849,8.68e+08,12,125000,1,0,-5.56536,17895.5,0,-138.783,-137,1.58106
48329, 39.2769, 29, -1,-1,-1,52.7683,18.5141,0.019953,8.68e+08,11,125000,1,0,15.6774,18815.2,1,-131.47,-135,0.790528
48337, 40.7279, 7, -1,-1,-1,49.8595,17.3781,0.015849,8.68e+08,12,125000,1,0,10.5827,19228.7,1,-133.867,-137,1.58106
48339, 40.9569, 55, -1,-1,-1,28.1932,-17.432,0.019953,8.68e+08,12,125000,1,0,-16.0859,15683.1,0,-140.764,-137,1.58106
48346, 43.7785, 57, -1,-1,-1,34.4409,34.819,0.015849,8.68e+08,10,125000,1,0,-5.97857,15705.4,0,-138.902,-133,0.436224
