pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration,alt,raan,id_simulation
69729,3.1479,43,-1,-1,-1,55.6658,27.4582,0.015849,868000000.0,10,125000,1,0,0.679536,20367.7,0,-136.214,-133,0.436224,600,210,sim_alt_600_raan_210
69731,3.71559,40,-1,-1,-1,60.8808,23.4982,0.015849,868000000.0,12,125000,1,0,5.65487,20119.8,0,-134.567,-137,1.58106,600,210,sim_alt_600_raan_210
69738,7.93431,3,-1,-1,-1,41.7537,-4.41958,0.015849,868000000.0,11,125000,1,0,-14.3816,17296.1,0,-140.988,-135,0.790528,600,210,sim_alt_600_raan_210
69745,9.9361,7,-1,-1,-1,47.6351,15.354,0.015849,868000000.0,11,125000,1,0,-7.49638,19891.9,0,-138.907,-135,0.790528,600,210,sim_alt_600_raan_210
69757,15.5463,39,-1,-1,-1,43.5465,21.5478,0.025119,868000000.0,12,125000,1,0,-9.57817,20006.4,0,-137.558,-137,1.58106,600,210,sim_alt_600_raan_210
69760,16.146,8,-1,-1,-1,60.4856,7.73014,0.025119,868000000.0,11,125000,1,0,2.64563,17850.8,1,-133.559,-135,0.790528,600,210,sim_alt_600_raan_210
69767,17.1711,33,-1,-1,-1,47.239,17.4643,0.019953,868000000.0,10,125000,1,0,-7.15824,19960.1,0,-137.798,-133,0.436224,600,210,sim_alt_600_raan_210
69774,19.5645,18,-1,-1,-1,40.3252,0.458257,0.015849,868000000.0,10,125000,1,0,-14.1862,18004.8,0,-140.93,-133,0.436224,600,210,sim_alt_600_raan_210
69782,22.6553,41,-1,-1,-1,59.5484,25.9088,0.019953,868000000.0,11,125000,1,0,6.08426,20058.3,1,-133.426,-135,0.790528,600,210,sim_alt_600_raan_210
69804,28.627,5,-1,-1,-1,53.5397,3.21519,0.015849,868000000.0,12,125000,1,0,-3.90562,17771.2,0,-137.742,-137,1.58106,600,210,sim_alt_600_raan_210
69806,28.6872,35,-1,-1,-1,45.7431,26.4773,0.019953,868000000.0,10,125000,1,0,-6.72633,19916.9,0,-137.657,-133,0.436224,600,210,sim_alt_600_raan_210
69813,29.0546,32,-1,-1,-1,51.2589,12.3527,0.019953,868000000.0,11,125000,1,0,-4.11423,19365.9,0,-136.809,-135,0.790528,600,210,sim_alt_600_raan_210
69815,29.706,47,-1,-1,-1,60.7194,5.65594,0.015849,868000000.0,11,125000,1,0,3.19901,17033.9,0,-135.374,-135,0.790528,600,210,sim_alt_600_raan_210
