pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
53959, 3.1479, 43, -1,-1,-1,55.6658,27.4582,0.015849,8.68e+08,10,125000,1,0,16.6838,19224,1,-132.213,-133,0.436224
53962, 3.71559, 40, -1,-1,-1,60.8808,23.4982,0.015849,8.68e+08,12,125000,1,0,26.7352,17033.6,1,-129.899,-137,1.58106
53969, 7.93431, 3, -1,-1,-1,41.7537,-4.41958,0.015849,8.68e+08,11,125000,1,0,-7.53741,15841.1,0,-139.381,-135,0.790528
53976, 9.9361, 7, -1,-1,-1,47.6351,15.354,0.015849,8.68e+08,11,125000,1,0,2.65863,19251.5,0,-136.245,-135,0.790528
53989, 15.5463, 39, -1,-1,-1,43.5465,21.5478,0.025119,8.68e+08,12,125000,1,0,0.117091,19880.2,1,-135.032,-137,1.58106
53992, 16.146, 8, -1,-1,-1,60.4856,7.73014,0.025119,8.68e+08,11,125000,1,0,15.5419,12607.8,1,-130.511,-135,0.790528
53999, 17.1711, 33, -1,-1,-1,47.239,17.4643,0.019953,8.68e+08,10,125000,1,0,3.26712,19443,0,-135.057,-133,0.436224
54006, 19.5645, 18, -1,-1,-1,40.3252,0.458257,0.015849,8.68e+08,10,125000,1,0,-6.87294,16964.7,0,-139.18,-133,0.436224
54014, 22.6553, 41, -1,-1,-1,59.5484,25.9088,0.019953,8.68e+08,11,125000,1,0,28.4682,17155.6,1,-128.55,-135,0.790528
54037, 28.627, 5, -1,-1,-1,53.5397,3.21519,0.015849,8.68e+08,12,125000,1,0,5.74558,14652.6,1,-135.301,-137,1.58106
54039, 28.6872, 35, -1,-1,-1,45.7431,26.4773,0.019953,8.68e+08,10,125000,1,0,4.13345,19624.6,0,-134.788,-133,0.436224
54046, 29.0546, 32, -1,-1,-1,51.2589,12.3527,0.019953,8.68e+08,11,125000,1,0,7.0674,17799.3,0,-133.901,-135,0.790528
