pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration,alt,raan,id_simulation
54456,6.23163,36,-1,-1,-1,43.812,25.0559,0.019953,868000000.0,12,125000,1,0,-8.63687,19343.7,0,-138.264,-137,1.58106,600,200,sim_alt_600_raan_200
54463,11.4809,25,-1,-1,-1,46.7789,8.28843,0.015849,868000000.0,11,125000,1,0,-7.69985,20043.4,0,-138.971,-135,0.790528,600,200,sim_alt_600_raan_200
54475,14.3335,10,-1,-1,-1,30.029,30.9233,0.019953,868000000.0,12,125000,1,0,-17.5533,17502.7,0,-140.848,-137,1.58106,600,200,sim_alt_600_raan_200
54487,15.0582,38,-1,-1,-1,45.3001,15.8952,0.025119,868000000.0,11,125000,1,0,-7.81051,20031.6,0,-137.004,-135,0.790528,600,200,sim_alt_600_raan_200
54490,15.7597,53,-1,-1,-1,64.7134,-23.4263,0.025119,868000000.0,11,125000,1,0,1.52912,11380.5,1,-133.933,-135,0.790528,600,200,sim_alt_600_raan_200
54497,16.3782,48,-1,-1,-1,56.7773,13.3766,0.025119,868000000.0,12,125000,1,0,1.97899,20195.6,0,-133.779,-137,1.58106,600,200,sim_alt_600_raan_200
54504,17.8812,24,-1,-1,-1,47.7606,11.929,0.019953,868000000.0,12,125000,1,0,-6.22417,20133.1,0,-137.497,-137,1.58106,600,200,sim_alt_600_raan_200
54511,18.1265,8,-1,-1,-1,59.4499,10.2152,0.025119,868000000.0,12,125000,1,0,4.40419,19817.3,0,-132.976,-137,1.58106,600,200,sim_alt_600_raan_200
54513,19.6673,23,-1,-1,-1,54.1403,7.94096,0.025119,868000000.0,12,125000,1,0,-1.27208,19931.8,0,-134.866,-137,1.58106,600,200,sim_alt_600_raan_200
54521,21.881,28,-1,-1,-1,56.0984,11.391,0.025119,868000000.0,11,125000,1,0,1.36429,20062.1,1,-133.984,-135,0.790528,600,200,sim_alt_600_raan_200
54528,24.1426,9,-1,-1,-1,38.3205,25.796,0.019953,868000000.0,12,125000,1,0,-11.8182,18731.8,0,-139.235,-137,1.58106,600,200,sim_alt_600_raan_200
54536,26.3105,35,-1,-1,-1,45.9801,25.0541,0.025119,868000000.0,12,125000,1,0,-5.99777,19247.0,1,-136.422,-137,1.58106,600,200,sim_alt_600_raan_200
54543,27.4173,22,-1,-1,-1,50.1724,11.2032,0.019953,868000000.0,11,125000,1,0,-3.79964,20073.0,0,-136.704,-135,0.790528,600,200,sim_alt_600_raan_200
