pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration,alt,raan,id_simulation
31318,11.1269,42,-1,-1,-1,57.8977,24.2191,0.015849,868000000.0,12,125000,1,0,5.27683,9085.85,0,-134.318,-137,1.58106,600,170,sim_alt_600_raan_170
31325,12.3645,7,-1,-1,-1,48.8319,14.1863,0.025119,868000000.0,12,125000,1,0,-3.58069,14358.7,0,-135.255,-137,1.58106,600,170,sim_alt_600_raan_170
31333,13.0547,47,-1,-1,-1,59.7683,8.16129,0.025119,868000000.0,11,125000,1,0,8.44525,17069.2,1,-131.717,-135,0.790528,600,170,sim_alt_600_raan_170
31335,13.3005,32,-1,-1,-1,50.5868,13.249,0.025119,868000000.0,11,125000,1,0,-1.94574,15464.2,0,-135.102,-135,0.790528,600,170,sim_alt_600_raan_170
31342,15.3593,51,-1,-1,-1,42.3684,27.9023,0.019953,868000000.0,12,125000,1,0,-9.22895,10305.1,0,-138.463,-137,1.58106,600,170,sim_alt_600_raan_170
31354,18.1189,19,-1,-1,-1,39.0749,1.2067,0.025119,868000000.0,12,125000,1,0,-11.2259,18004.9,0,-138.091,-137,1.58106,600,170,sim_alt_600_raan_170
31362,18.4697,11,-1,-1,-1,54.7543,39.9536,0.025119,868000000.0,11,125000,1,0,-0.010537,3648.76,1,-134.455,-135,0.790528,600,170,sim_alt_600_raan_170
31364,18.6216,10,-1,-1,-1,29.4544,31.4812,0.019953,868000000.0,10,125000,1,0,-18.1854,9158.04,0,-141.017,-133,0.436224,600,170,sim_alt_600_raan_170
31376,22.206,15,-1,-1,-1,46.9546,3.40824,0.019953,868000000.0,11,125000,1,0,-4.89046,17918.0,0,-137.116,-135,0.790528,600,170,sim_alt_600_raan_170
31379,22.8768,14,-1,-1,-1,52.2544,-7.65371,0.025119,868000000.0,12,125000,1,0,-0.820241,19882.1,1,-134.797,-137,1.58106,600,170,sim_alt_600_raan_170
