pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,alt,raan,id_simulation
31092,6.85399,42,-1,-1,-1,57.8977,24.2191,0.015849,868000000.0,12,125000,1,0,5.57267,13782.9,1,600,180,sim_alt_600_raan_180
31099,7.42264,47,-1,-1,-1,59.7683,8.16129,0.025119,868000000.0,11,125000,1,0,7.16357,19490.4,1,600,180,sim_alt_600_raan_180
31101,7.4728,7,-1,-1,-1,48.8319,14.1863,0.025119,868000000.0,12,125000,1,0,-3.95387,18012.7,0,600,180,sim_alt_600_raan_180
31103,7.5455,32,-1,-1,-1,50.5868,13.249,0.025119,868000000.0,11,125000,1,0,-2.43151,18287.0,0,600,180,sim_alt_600_raan_180
31110,8.9702,51,-1,-1,-1,42.3684,27.9023,0.019953,868000000.0,12,125000,1,0,-9.00035,14015.8,0,600,180,sim_alt_600_raan_180
31122,10.0289,10,-1,-1,-1,29.4544,31.4812,0.019953,868000000.0,10,125000,1,0,-17.9443,12616.8,0,600,180,sim_alt_600_raan_180
31124,10.1301,11,-1,-1,-1,54.7543,39.9536,0.025119,868000000.0,11,125000,1,0,1.14217,8610.13,1,600,180,sim_alt_600_raan_180
31126,10.35,19,-1,-1,-1,39.0749,1.2067,0.025119,868000000.0,12,125000,1,0,-12.0873,19407.7,0,600,180,sim_alt_600_raan_180
31138,11.9982,15,-1,-1,-1,46.9546,3.40824,0.019953,868000000.0,11,125000,1,0,-5.9529,19641.3,0,600,180,sim_alt_600_raan_180
31150,12.4395,52,-1,-1,-1,41.266,34.2383,0.015849,868000000.0,10,125000,1,0,-9.9245,11729.6,0,600,180,sim_alt_600_raan_180
31152,12.7289,14,-1,-1,-1,52.2544,-7.65371,0.025119,868000000.0,12,125000,1,0,-2.6143,20242.8,1,600,180,sim_alt_600_raan_180
31154,12.9419,22,-1,-1,-1,50.551,7.07049,0.025119,868000000.0,11,125000,1,0,-2.55524,19324.5,0,600,180,sim_alt_600_raan_180
31161,14.6004,37,-1,-1,-1,41.4835,21.171,0.019953,868000000.0,12,125000,1,0,-9.40834,15885.3,0,600,180,sim_alt_600_raan_180
31168,15.6072,3,-1,-1,-1,41.8058,-4.891,0.025119,868000000.0,11,125000,1,0,-10.4122,19884.8,0,600,180,sim_alt_600_raan_180
31175,16.542,5,-1,-1,-1,52.4733,3.05793,0.025119,868000000.0,10,125000,1,0,-0.914618,19855.1,0,600,180,sim_alt_600_raan_180
31187,18.3945,56,-1,-1,-1,37.2872,14.0383,0.015849,868000000.0,12,125000,1,0,-12.3956,17336.5,0,600,180,sim_alt_600_raan_180
31189,19.8931,0,-1,-1,-1,51.5987,2.44473,0.015849,868000000.0,12,125000,1,0,-1.60221,19853.7,0,600,180,sim_alt_600_raan_180
31201,21.1764,36,-1,-1,-1,43.2157,21.016,0.015849,868000000.0,11,125000,1,0,-7.84322,15840.0,0,600,180,sim_alt_600_raan_180
31203,21.2792,9,-1,-1,-1,36.8038,25.2383,0.019953,868000000.0,10,125000,1,0,-12.5867,14416.4,0,600,180,sim_alt_600_raan_180
31210,22.1592,27,-1,-1,-1,51.3865,3.72676,0.025119,868000000.0,11,125000,1,0,-1.54945,19684.6,1,600,180,sim_alt_600_raan_180
31222,23.2313,13,-1,-1,-1,56.5513,-3.57393,0.025119,868000000.0,11,125000,1,0,2.81375,20174.4,0,600,180,sim_alt_600_raan_180
31229,23.4652,8,-1,-1,-1,59.9189,10.88,0.015849,868000000.0,11,125000,1,0,9.03091,18662.8,0,600,180,sim_alt_600_raan_180
31231,24.2383,24,-1,-1,-1,47.4547,13.7054,0.015849,868000000.0,11,125000,1,0,-4.36069,17789.8,0,600,180,sim_alt_600_raan_180
31238,25.7655,6,-1,-1,-1,59.2396,19.3227,0.015849,868000000.0,11,125000,1,0,8.65549,16249.9,1,600,180,sim_alt_600_raan_180
31255,29.4278,38,-1,-1,-1,44.813,14.0566,0.019953,868000000.0,10,125000,1,0,-6.31252,17564.8,0,600,180,sim_alt_600_raan_180
31257,29.5959,31,-1,-1,-1,55.58,16.7875,0.015849,868000000.0,12,125000,1,0,4.08482,17011.4,1,600,180,sim_alt_600_raan_180
31259,30.0923,30,-1,-1,-1,49.7013,18.4832,0.019953,868000000.0,11,125000,1,0,-1.99276,16487.1,0,600,180,sim_alt_600_raan_180
31266,30.7929,59,-1,-1,-1,68.6837,16.3794,0.025119,868000000.0,10,125000,1,0,31.8532,15100.0,1,600,180,sim_alt_600_raan_180
31278,32.229,2,-1,-1,-1,52.037,15.389,0.025119,868000000.0,10,125000,1,0,0.339519,17358.9,0,600,180,sim_alt_600_raan_180
31280,32.7799,43,-1,-1,-1,54.1279,22.395,0.015849,868000000.0,11,125000,1,0,2.57874,15093.1,0,600,180,sim_alt_600_raan_180
31292,34.3424,49,-1,-1,-1,45.358,8.43519,0.025119,868000000.0,11,125000,1,0,-5.84633,18606.9,0,600,180,sim_alt_600_raan_180
31294,34.7045,46,-1,-1,-1,52.2431,27.5012,0.025119,868000000.0,12,125000,1,0,0.448761,13161.8,1,600,180,sim_alt_600_raan_180
31306,36.7034,57,-1,-1,-1,34.3974,32.187,0.015849,868000000.0,12,125000,1,0,-14.0307,11879.1,0,600,180,sim_alt_600_raan_180
31313,37.5027,50,-1,-1,-1,41.9511,13.3821,0.019953,868000000.0,12,125000,1,0,-8.23549,17411.3,0,600,180,sim_alt_600_raan_180
31330,38.576,41,-1,-1,-1,59.0619,26.0122,0.019953,868000000.0,10,125000,1,0,8.97689,12952.9,1,600,180,sim_alt_600_raan_180
31332,38.7068,45,-1,-1,-1,49.0986,21.7022,0.015849,868000000.0,12,125000,1,0,-2.18731,15248.6,0,600,180,sim_alt_600_raan_180
31334,38.7231,34,-1,-1,-1,46.8407,20.3097,0.015849,868000000.0,11,125000,1,0,-4.17535,15689.6,0,600,180,sim_alt_600_raan_180
31336,38.7593,33,-1,-1,-1,49.6591,17.727,0.015849,868000000.0,11,125000,1,0,-1.62021,16489.4,0,600,180,sim_alt_600_raan_180
31348,40.6422,20,-1,-1,-1,37.9065,-7.11518,0.015849,868000000.0,10,125000,1,0,-12.2566,19584.8,0,600,180,sim_alt_600_raan_180
31355,41.3141,40,-1,-1,-1,58.6537,25.3775,0.019953,868000000.0,10,125000,1,0,8.6026,13306.5,1,600,180,sim_alt_600_raan_180
31362,41.7316,28,-1,-1,-1,54.44,11.6146,0.015849,868000000.0,12,125000,1,0,3.35756,18288.4,0,600,180,sim_alt_600_raan_180
31369,43.1759,23,-1,-1,-1,54.3705,12.6128,0.019953,868000000.0,12,125000,1,0,3.41325,18033.5,0,600,180,sim_alt_600_raan_180
31376,43.5327,55,-1,-1,-1,28.7644,-16.3095,0.025119,868000000.0,11,125000,1,0,-19.0001,19031.3,0,600,180,sim_alt_600_raan_180
31378,44.8374,17,-1,-1,-1,49.0199,3.49932,0.025119,868000000.0,12,125000,1,0,-2.47069,19550.0,1,600,180,sim_alt_600_raan_180
31395,48.0296,12,-1,-1,-1,53.3432,-1.19213,0.025119,868000000.0,12,125000,1,0,1.43004,20068.1,1,600,180,sim_alt_600_raan_180
31402,48.6942,29,-1,-1,-1,51.1868,22.1486,0.019953,868000000.0,11,125000,1,0,0.260447,14929.8,0,600,180,sim_alt_600_raan_180
31404,48.7858,58,-1,-1,-1,62.1967,-3.82123,0.015849,868000000.0,11,125000,1,0,12.4008,19561.6,1,600,180,sim_alt_600_raan_180
31411,48.9798,4,-1,-1,-1,42.9382,12.6601,0.015849,868000000.0,11,125000,1,0,-6.98885,17600.6,0,600,180,sim_alt_600_raan_180
31418,49.7817,54,-1,-1,-1,32.7436,-16.7417,0.019953,868000000.0,11,125000,1,0,-16.2815,19189.2,0,600,180,sim_alt_600_raan_180
31425,50.5598,21,-1,-1,-1,40.3401,-7.64468,0.025119,868000000.0,12,125000,1,0,-10.1424,19797.8,0,600,180,sim_alt_600_raan_180
31547,51.8871,35,-1,-1,-1,46.1771,26.0302,0.015849,868000000.0,12,125000,1,0,-4.4209,13607.5,0,600,180,sim_alt_600_raan_180
31554,53.913,16,-1,-1,-1,43.3087,4.01762,0.019953,868000000.0,12,125000,1,0,-6.80193,19132.0,0,600,180,sim_alt_600_raan_180
31566,54.4331,53,-1,-1,-1,63.8904,-21.6037,0.019953,868000000.0,10,125000,1,0,9.31942,16033.5,1,600,180,sim_alt_600_raan_180
31568,55.0082,25,-1,-1,-1,46.9005,6.74665,0.025119,868000000.0,11,125000,1,0,-3.60571,18854.8,0,600,180,sim_alt_600_raan_180
31575,56.1713,26,-1,-1,-1,48.3289,8.01126,0.025119,868000000.0,10,125000,1,0,-2.20065,18673.7,0,600,180,sim_alt_600_raan_180
31587,57.1997,44,-1,-1,-1,52.1889,30.785,0.025119,868000000.0,10,125000,1,0,0.981202,11022.8,0,600,180,sim_alt_600_raan_180
31589,57.2657,18,-1,-1,-1,42.2428,1.35275,0.019953,868000000.0,10,125000,1,0,-7.64773,19336.4,0,600,180,sim_alt_600_raan_180
31601,58.6851,1,-1,-1,-1,47.7807,2.61592,0.019953,868000000.0,10,125000,1,0,-2.89572,19450.8,0,600,180,sim_alt_600_raan_180
31603,59.6249,48,-1,-1,-1,56.43,13.7332,0.015849,868000000.0,12,125000,1,0,7.13572,17258.0,1,600,180,sim_alt_600_raan_180
31610,62.4027,39,-1,-1,-1,45.8293,18.7101,0.015849,868000000.0,12,125000,1,0,-4.01724,15500.7,0,600,180,sim_alt_600_raan_180
31617,97.3386,42,-1,-1,-1,57.8977,24.2191,0.015849,868000000.0,12,125000,1,0,10.9354,10918.3,1,600,180,sim_alt_600_raan_180
31629,100.474,19,-1,-1,-1,39.0749,1.2067,0.025119,868000000.0,12,125000,1,0,-8.08038,19126.4,0,600,180,sim_alt_600_raan_180
31751,101.265,51,-1,-1,-1,42.3684,27.9023,0.019953,868000000.0,12,125000,1,0,-6.09302,11995.0,0,600,180,sim_alt_600_raan_180
31758,105.294,32,-1,-1,-1,50.5868,13.249,0.025119,868000000.0,11,125000,1,0,2.91602,16951.7,1,600,180,sim_alt_600_raan_180
31765,106.29,3,-1,-1,-1,41.8058,-4.891,0.025119,868000000.0,11,125000,1,0,-6.09348,19948.2,0,600,180,sim_alt_600_raan_180
31777,110.794,5,-1,-1,-1,52.4733,3.05793,0.025119,868000000.0,10,125000,1,0,5.31093,19382.5,1,600,180,sim_alt_600_raan_180
31794,111.862,11,-1,-1,-1,54.7543,39.9536,0.025119,868000000.0,11,125000,1,0,3.17366,3278.61,0,600,180,sim_alt_600_raan_180
31796,111.866,47,-1,-1,-1,59.7683,8.16129,0.025119,868000000.0,11,125000,1,0,17.8356,17474.5,1,600,180,sim_alt_600_raan_180
31798,111.926,0,-1,-1,-1,51.5987,2.44473,0.015849,868000000.0,12,125000,1,0,4.28185,19396.9,1,600,180,sim_alt_600_raan_180
31805,112.018,10,-1,-1,-1,29.4544,31.4812,0.019953,868000000.0,10,125000,1,0,-15.4222,11013.5,0,600,180,sim_alt_600_raan_180
31812,112.72,15,-1,-1,-1,46.9546,3.40824,0.019953,868000000.0,11,125000,1,0,-0.579879,19179.7,0,600,180,sim_alt_600_raan_180
31819,113.483,36,-1,-1,-1,43.2157,21.016,0.015849,868000000.0,11,125000,1,0,-4.32711,14211.2,0,600,180,sim_alt_600_raan_180
31826,114.137,27,-1,-1,-1,51.3865,3.72676,0.025119,868000000.0,11,125000,1,0,4.28216,19150.6,1,600,180,sim_alt_600_raan_180
31838,115.708,7,-1,-1,-1,48.8319,14.1863,0.025119,868000000.0,12,125000,1,0,1.5453,16356.4,1,600,180,sim_alt_600_raan_180
31840,115.978,52,-1,-1,-1,41.266,34.2383,0.015849,868000000.0,10,125000,1,0,-7.37557,8970.22,0,600,180,sim_alt_600_raan_180
31842,116.459,22,-1,-1,-1,50.551,7.07049,0.025119,868000000.0,11,125000,1,0,3.60762,18387.3,1,600,180,sim_alt_600_raan_180
31859,119.147,14,-1,-1,-1,52.2544,-7.65371,0.025119,868000000.0,12,125000,1,0,4.20057,19982.7,1,600,180,sim_alt_600_raan_180
31861,119.202,56,-1,-1,-1,37.2872,14.0383,0.015849,868000000.0,12,125000,1,0,-8.49086,16394.7,0,600,180,sim_alt_600_raan_180
31863,120.069,37,-1,-1,-1,41.4835,21.171,0.019953,868000000.0,12,125000,1,0,-5.5435,13616.8,0,600,180,sim_alt_600_raan_180
31875,123.328,9,-1,-1,-1,36.8038,25.2383,0.019953,868000000.0,10,125000,1,0,-9.43377,12923.0,0,600,180,sim_alt_600_raan_180
31877,123.784,6,-1,-1,-1,59.2396,19.3227,0.015849,868000000.0,11,125000,1,0,16.391,11842.9,1,600,180,sim_alt_600_raan_180
31889,127.546,2,-1,-1,-1,52.037,15.389,0.025119,868000000.0,10,125000,1,0,5.84716,15526.8,1,600,180,sim_alt_600_raan_180
31891,128.171,31,-1,-1,-1,55.58,16.7875,0.015849,868000000.0,12,125000,1,0,10.7243,14151.9,1,600,180,sim_alt_600_raan_180
31903,129.911,38,-1,-1,-1,44.813,14.0566,0.019953,868000000.0,10,125000,1,0,-1.72722,16341.5,0,600,180,sim_alt_600_raan_180
31905,130.408,13,-1,-1,-1,56.5513,-3.57393,0.025119,868000000.0,11,125000,1,0,11.9303,19696.6,1,600,180,sim_alt_600_raan_180
31912,131.108,59,-1,-1,-1,68.6837,16.3794,0.025119,868000000.0,10,125000,1,0,54.288,1027.66,1,600,180,sim_alt_600_raan_180
31934,133.018,46,-1,-1,-1,52.2431,27.5012,0.025119,868000000.0,12,125000,1,0,4.25608,9416.35,1,600,180,sim_alt_600_raan_180
31936,133.146,8,-1,-1,-1,59.9189,10.88,0.015849,868000000.0,11,125000,1,0,20.9312,15483.9,1,600,180,sim_alt_600_raan_180
31938,133.148,45,-1,-1,-1,49.0986,21.7022,0.015849,868000000.0,12,125000,1,0,1.93241,12820.2,0,600,180,sim_alt_600_raan_180
31940,133.542,24,-1,-1,-1,47.4547,13.7054,0.015849,868000000.0,11,125000,1,0,1.07295,16228.2,0,600,180,sim_alt_600_raan_180
31947,134.756,30,-1,-1,-1,49.7013,18.4832,0.019953,868000000.0,11,125000,1,0,3.10855,14140.6,1,600,180,sim_alt_600_raan_180
31959,138.267,20,-1,-1,-1,37.9065,-7.11518,0.015849,868000000.0,10,125000,1,0,-7.79087,19826.7,0,600,180,sim_alt_600_raan_180
31961,138.99,23,-1,-1,-1,54.3705,12.6128,0.019953,868000000.0,12,125000,1,0,10.2016,15806.0,1,600,180,sim_alt_600_raan_180
31988,141.139,21,-1,-1,-1,40.3401,-7.64468,0.025119,868000000.0,12,125000,1,0,-5.78217,19925.7,0,600,180,sim_alt_600_raan_180
31995,141.171,43,-1,-1,-1,54.1279,22.395,0.015849,868000000.0,11,125000,1,0,8.16884,11077.3,0,600,180,sim_alt_600_raan_180
32002,141.289,58,-1,-1,-1,62.1967,-3.82123,0.015849,868000000.0,11,125000,1,0,25.9586,18020.2,1,600,180,sim_alt_600_raan_180
32004,141.332,34,-1,-1,-1,46.8407,20.3097,0.015849,868000000.0,11,125000,1,0,0.169914,13583.7,0,600,180,sim_alt_600_raan_180
32011,141.707,41,-1,-1,-1,59.0619,26.0122,0.019953,868000000.0,10,125000,1,0,14.4829,6573.26,1,600,180,sim_alt_600_raan_180
32013,141.936,55,-1,-1,-1,28.7644,-16.3095,0.025119,868000000.0,11,125000,1,0,-15.0414,19460.7,0,600,180,sim_alt_600_raan_180
32015,141.938,50,-1,-1,-1,41.9511,13.3821,0.019953,868000000.0,12,125000,1,0,-3.72447,16466.6,0,600,180,sim_alt_600_raan_180
32017,142.38,49,-1,-1,-1,45.358,8.43519,0.025119,868000000.0,11,125000,1,0,-0.37476,17899.4,1,600,180,sim_alt_600_raan_180
32034,145.118,25,-1,-1,-1,46.9005,6.74665,0.025119,868000000.0,11,125000,1,0,1.36642,18330.9,1,600,180,sim_alt_600_raan_180
32036,145.218,57,-1,-1,-1,34.3974,32.187,0.015849,868000000.0,12,125000,1,0,-11.416,9890.17,0,600,180,sim_alt_600_raan_180
32043,145.626,28,-1,-1,-1,54.44,11.6146,0.015849,868000000.0,12,125000,1,0,10.9501,16116.2,1,600,180,sim_alt_600_raan_180
32045,146.227,29,-1,-1,-1,51.1868,22.1486,0.019953,868000000.0,11,125000,1,0,4.74757,11786.3,1,600,180,sim_alt_600_raan_180
32067,148.268,18,-1,-1,-1,42.2428,1.35275,0.019953,868000000.0,10,125000,1,0,-3.0939,19307.4,0,600,180,sim_alt_600_raan_180
32069,148.329,33,-1,-1,-1,49.6591,17.727,0.015849,868000000.0,11,125000,1,0,3.84547,14059.9,0,600,180,sim_alt_600_raan_180
32071,148.491,12,-1,-1,-1,53.3432,-1.19213,0.025119,868000000.0,12,125000,1,0,9.15525,19661.9,1,600,180,sim_alt_600_raan_180
32083,149.317,44,-1,-1,-1,52.1889,30.785,0.025119,868000000.0,10,125000,1,0,3.81089,6869.86,0,600,180,sim_alt_600_raan_180
32085,149.334,17,-1,-1,-1,49.0199,3.49932,0.025119,868000000.0,12,125000,1,0,3.93666,18958.7,0,600,180,sim_alt_600_raan_180
32092,149.844,1,-1,-1,-1,47.7807,2.61592,0.019953,868000000.0,10,125000,1,0,2.52228,19144.2,0,600,180,sim_alt_600_raan_180
32094,149.844,4,-1,-1,-1,42.9382,12.6601,0.015849,868000000.0,11,125000,1,0,-2.44522,16494.7,0,600,180,sim_alt_600_raan_180
32101,150.951,40,-1,-1,-1,58.6537,25.3775,0.019953,868000000.0,10,125000,1,0,14.4583,6474.42,1,600,180,sim_alt_600_raan_180
32233,152.837,35,-1,-1,-1,46.1771,26.0302,0.015849,868000000.0,12,125000,1,0,-0.957308,10742.6,1,600,180,sim_alt_600_raan_180
32235,153.356,54,-1,-1,-1,32.7436,-16.7417,0.019953,868000000.0,11,125000,1,0,-11.9341,19519.5,0,600,180,sim_alt_600_raan_180
32247,158.164,16,-1,-1,-1,43.3087,4.01762,0.019953,868000000.0,12,125000,1,0,-1.49618,18752.2,0,600,180,sim_alt_600_raan_180
32249,159.499,48,-1,-1,-1,56.43,13.7332,0.015849,868000000.0,12,125000,1,0,15.3567,13949.0,1,600,180,sim_alt_600_raan_180
32261,162.076,53,-1,-1,-1,63.8904,-21.6037,0.019953,868000000.0,10,125000,1,0,18.2282,9816.48,1,600,180,sim_alt_600_raan_180
32268,162.598,26,-1,-1,-1,48.3289,8.01126,0.025119,868000000.0,10,125000,1,0,4.01879,17679.7,0,600,180,sim_alt_600_raan_180
32270,163.184,39,-1,-1,-1,45.8293,18.7101,0.015849,868000000.0,12,125000,1,0,0.31618,13778.2,1,600,180,sim_alt_600_raan_180
32277,194.838,19,-1,-1,-1,39.0749,1.2067,0.025119,868000000.0,12,125000,1,0,-3.45689,18924.0,1,600,180,sim_alt_600_raan_180
32284,198.72,42,-1,-1,-1,57.8977,24.2191,0.015849,868000000.0,12,125000,1,0,15.3853,3893.56,1,600,180,sim_alt_600_raan_180
32291,199.875,32,-1,-1,-1,50.5868,13.249,0.025119,868000000.0,11,125000,1,0,8.79276,14128.2,1,600,180,sim_alt_600_raan_180
32423,208.166,5,-1,-1,-1,52.4733,3.05793,0.025119,868000000.0,10,125000,1,0,14.0527,17608.3,1,600,180,sim_alt_600_raan_180
32430,209.127,51,-1,-1,-1,42.3684,27.9023,0.019953,868000000.0,12,125000,1,0,-3.14848,8665.43,1,600,180,sim_alt_600_raan_180
32442,209.639,11,-1,-1,-1,54.7543,39.9536,0.025119,868000000.0,11,125000,1,0,3.27804,-2483.87,1,600,180,sim_alt_600_raan_180
32444,209.726,10,-1,-1,-1,29.4544,31.4812,0.019953,868000000.0,10,125000,1,0,-13.2777,9253.87,0,600,180,sim_alt_600_raan_180
32451,211.17,37,-1,-1,-1,41.4835,21.171,0.019953,868000000.0,12,125000,1,0,-2.33885,11908.6,0,600,180,sim_alt_600_raan_180
32458,212.209,36,-1,-1,-1,43.2157,21.016,0.015849,868000000.0,11,125000,1,0,-0.709229,11598.7,0,600,180,sim_alt_600_raan_180
32460,212.724,0,-1,-1,-1,51.5987,2.44473,0.015849,868000000.0,12,125000,1,0,12.9295,18217.1,1,600,180,sim_alt_600_raan_180
32467,214.142,47,-1,-1,-1,59.7683,8.16129,0.025119,868000000.0,11,125000,1,0,34.8668,11256.3,1,600,180,sim_alt_600_raan_180
32474,215.404,3,-1,-1,-1,41.8058,-4.891,0.025119,868000000.0,11,125000,1,0,-0.06287,19875.9,1,600,180,sim_alt_600_raan_180
32481,217.289,9,-1,-1,-1,36.8038,25.2383,0.019953,868000000.0,10,125000,1,0,-6.77091,10665.6,0,600,180,sim_alt_600_raan_180
32493,218.182,2,-1,-1,-1,52.037,15.389,0.025119,868000000.0,10,125000,1,0,11.5,11599.7,1,600,180,sim_alt_600_raan_180
32500,218.841,22,-1,-1,-1,50.551,7.07049,0.025119,868000000.0,11,125000,1,0,11.3416,16412.0,0,600,180,sim_alt_600_raan_180
32502,219.437,27,-1,-1,-1,51.3865,3.72676,0.025119,868000000.0,11,125000,1,0,13.1971,17598.6,0,600,180,sim_alt_600_raan_180
32509,220.539,15,-1,-1,-1,46.9546,3.40824,0.019953,868000000.0,11,125000,1,0,6.48538,17819.1,1,600,180,sim_alt_600_raan_180
32526,221.947,52,-1,-1,-1,41.266,34.2383,0.015849,868000000.0,10,125000,1,0,-5.43289,5630.91,0,600,180,sim_alt_600_raan_180
32528,222.412,7,-1,-1,-1,48.8319,14.1863,0.025119,868000000.0,12,125000,1,0,7.52296,13324.1,0,600,180,sim_alt_600_raan_180
32530,223.16,14,-1,-1,-1,52.2544,-7.65371,0.025119,868000000.0,12,125000,1,0,13.7114,19621.2,1,600,180,sim_alt_600_raan_180
32542,225.165,46,-1,-1,-1,52.2431,27.5012,0.025119,868000000.0,12,125000,1,0,6.69511,4213.15,1,600,180,sim_alt_600_raan_180
32544,225.576,56,-1,-1,-1,37.2872,14.0383,0.015849,868000000.0,12,125000,1,0,-4.26085,15059.0,0,600,180,sim_alt_600_raan_180
32551,226.344,59,-1,-1,-1,68.6837,16.3794,0.025119,868000000.0,10,125000,1,0,34.9871,-13853.4,1,600,180,sim_alt_600_raan_180
32568,228.198,24,-1,-1,-1,47.4547,13.7054,0.015849,868000000.0,11,125000,1,0,6.19686,13727.5,0,600,180,sim_alt_600_raan_180
32570,228.39,31,-1,-1,-1,55.58,16.7875,0.015849,868000000.0,12,125000,1,0,17.5538,7808.37,1,600,180,sim_alt_600_raan_180
32572,228.689,13,-1,-1,-1,56.5513,-3.57393,0.025119,868000000.0,11,125000,1,0,26.4029,18056.7,1,600,180,sim_alt_600_raan_180
32584,230.058,8,-1,-1,-1,59.9189,10.88,0.015849,868000000.0,11,125000,1,0,34.946,7013.81,1,600,180,sim_alt_600_raan_180
32591,230.48,30,-1,-1,-1,49.7013,18.4832,0.019953,868000000.0,11,125000,1,0,7.69682,10184.8,0,600,180,sim_alt_600_raan_180
32598,230.521,38,-1,-1,-1,44.813,14.0566,0.019953,868000000.0,10,125000,1,0,3.14558,13952.4,0,600,180,sim_alt_600_raan_180
32600,231.276,6,-1,-1,-1,59.2396,19.3227,0.015849,868000000.0,11,125000,1,0,22.5709,1803.1,1,600,180,sim_alt_600_raan_180
32607,231.931,20,-1,-1,-1,37.9065,-7.11518,0.015849,868000000.0,10,125000,1,0,-2.96065,19980.9,0,600,180,sim_alt_600_raan_180
32614,235.324,58,-1,-1,-1,62.1967,-3.82123,0.015849,868000000.0,11,125000,1,0,56.1317,10846.0,1,600,180,sim_alt_600_raan_180
32621,236.22,34,-1,-1,-1,46.8407,20.3097,0.015849,868000000.0,11,125000,1,0,3.9509,9987.3,0,600,180,sim_alt_600_raan_180
32628,239.76,57,-1,-1,-1,34.3974,32.187,0.015849,868000000.0,12,125000,1,0,-9.53313,7525.37,0,600,180,sim_alt_600_raan_180
32645,241.638,29,-1,-1,-1,51.1868,22.1486,0.019953,868000000.0,11,125000,1,0,8.40756,5286.41,1,600,180,sim_alt_600_raan_180
32647,242.572,45,-1,-1,-1,49.0986,21.7022,0.015849,868000000.0,12,125000,1,0,6.16886,8058.55,0,600,180,sim_alt_600_raan_180
32659,243.095,21,-1,-1,-1,40.3401,-7.64468,0.025119,868000000.0,12,125000,1,0,-0.087419,20142.4,0,600,180,sim_alt_600_raan_180
32671,243.673,49,-1,-1,-1,45.358,8.43519,0.025119,868000000.0,11,125000,1,0,5.55425,16123.1,0,600,180,sim_alt_600_raan_180
32683,243.947,33,-1,-1,-1,49.6591,17.727,0.015849,868000000.0,11,125000,1,0,8.53404,9947.64,0,600,180,sim_alt_600_raan_180
32695,244.366,43,-1,-1,-1,54.1279,22.395,0.015849,868000000.0,11,125000,1,0,12.121,4225.51,0,600,180,sim_alt_600_raan_180
32697,244.512,1,-1,-1,-1,47.7807,2.61592,0.019953,868000000.0,10,125000,1,0,9.6136,18075.1,1,600,180,sim_alt_600_raan_180
32699,244.574,12,-1,-1,-1,53.3432,-1.19213,0.025119,868000000.0,12,125000,1,0,20.5684,18338.7,1,600,180,sim_alt_600_raan_180
32701,244.711,55,-1,-1,-1,28.7644,-16.3095,0.025119,868000000.0,11,125000,1,0,-10.6102,19777.6,0,600,180,sim_alt_600_raan_180
32708,245.337,18,-1,-1,-1,42.2428,1.35275,0.019953,868000000.0,10,125000,1,0,2.56072,18757.0,0,600,180,sim_alt_600_raan_180
32710,245.506,50,-1,-1,-1,41.9511,13.3821,0.019953,868000000.0,12,125000,1,0,0.980143,14365.1,0,600,180,sim_alt_600_raan_180
32717,245.818,17,-1,-1,-1,49.0199,3.49932,0.025119,868000000.0,12,125000,1,0,11.6513,17556.3,0,600,180,sim_alt_600_raan_180
32729,247.301,41,-1,-1,-1,59.0619,26.0122,0.019953,868000000.0,10,125000,1,0,15.6165,-2999.52,1,600,180,sim_alt_600_raan_180
32736,247.391,23,-1,-1,-1,54.3705,12.6128,0.019953,868000000.0,12,125000,1,0,19.1826,10074.2,0,600,180,sim_alt_600_raan_180
32743,247.822,40,-1,-1,-1,58.6537,25.3775,0.019953,868000000.0,10,125000,1,0,15.6994,-2380.79,1,600,180,sim_alt_600_raan_180
32745,247.893,28,-1,-1,-1,54.44,11.6146,0.015849,868000000.0,12,125000,1,0,20.0301,10668.4,0,600,180,sim_alt_600_raan_180
32752,248.475,4,-1,-1,-1,42.9382,12.6601,0.015849,868000000.0,11,125000,1,0,2.28122,14441.0,0,600,180,sim_alt_600_raan_180
32759,249.899,48,-1,-1,-1,56.43,13.7332,0.015849,868000000.0,12,125000,1,0,23.1272,7197.38,1,600,180,sim_alt_600_raan_180
32761,250.022,44,-1,-1,-1,52.1889,30.785,0.025119,868000000.0,10,125000,1,0,5.25734,794.016,1,600,180,sim_alt_600_raan_180
32888,251.175,25,-1,-1,-1,46.9005,6.74665,0.025119,868000000.0,11,125000,1,0,8.38613,16380.9,1,600,180,sim_alt_600_raan_180
32895,254.746,26,-1,-1,-1,48.3289,8.01126,0.025119,868000000.0,10,125000,1,0,10.5297,15449.8,1,600,180,sim_alt_600_raan_180
32907,256.811,16,-1,-1,-1,43.3087,4.01762,0.019953,868000000.0,12,125000,1,0,4.42035,17708.3,1,600,180,sim_alt_600_raan_180
32909,257.012,54,-1,-1,-1,32.7436,-16.7417,0.019953,868000000.0,11,125000,1,0,-7.16418,19748.2,0,600,180,sim_alt_600_raan_180
32916,261.139,35,-1,-1,-1,46.1771,26.0302,0.015849,868000000.0,12,125000,1,0,1.92333,4941.2,1,600,180,sim_alt_600_raan_180
32923,262.861,53,-1,-1,-1,63.8904,-21.6037,0.019953,868000000.0,10,125000,1,0,24.3362,2047.25,1,600,180,sim_alt_600_raan_180
