seed,model,threshold,auc_pr_test,precision_test_c0,recall_test_c0,f1_score_test_c0,precision_test_c1,recall_test_c1,f1_score_test_c1,auc_pr_val,precision_val_c0,recall_val_c0,f1_score_val_c0,precision_val_c1,recall_val_c1,f1_score_val_c1
2,Gradient Boosting,0.617459277576149,0.686076236071229,0.932172651432717,0.814321926489227,0.8692710975816,0.546790409899459,0.79082774049217,0.646547782350252,0.764318478814105,0.924314765694076,0.865827397714096,0.894115634621964,0.668711656441718,0.792535142995637,0.725377107364685
3,Logistic Regression,0.487410123075398,0.632644769135362,0.907597535934292,0.785841280103443,0.842342342342342,0.516952242070725,0.741244119184527,0.609106529209622,0.715010772954544,0.920436507936508,0.788811426628124,0.849555901474224,0.594117647058824,0.819287967552952,0.688766811896193
3,Random Forest,0.34,0.681213716658718,0.908692604276201,0.838047518991434,0.871941478180442,0.581453634085213,0.7276529012023,0.646389598328303,0.743532442955352,0.910861423220974,0.827070226152015,0.866945904999554,0.631521739130435,0.785488958990536,0.700140590480016
3,MLP,0.215032810084996,0.687760089587187,0.933528836754643,0.771779537740424,0.844983188816139,0.526968174204355,0.822268687924726,0.642302980808493,0.746084306343145,0.930218805440568,0.80241455534773,0.861603067372649,0.61612157251404,0.840468679585399,0.71101791841403
3,Gradient Boosting,0.54975760028536,0.676879768764717,0.930227868521879,0.745595603685146,0.827740893594115,0.49888570518943,0.81913225300575,0.62010288880095,0.744912700715614,0.929543147208122,0.778439040979425,0.847307051637979,0.589606299212598,0.843623253717891,0.694104560622914
4,Logistic Regression,0.675759742034051,0.626739610701407,0.896699266503668,0.909908512947744,0.903255599168783,0.626606683804627,0.590551181102362,0.608044901777362,0.679649535572459,0.894685990338164,0.895262649049307,0.894974226804124,0.656084656084656,0.654699049630412,0.6553911205074
4,Random Forest,0.32,0.71389521576729,0.933179723502304,0.879206078461777,0.905389221556886,0.615118577075099,0.754088431253786,0.677551020408163,0.757270611272124,0.941227163047225,0.879954882371898,0.909560293137908,0.675805047867711,0.819957761351637,0.740935114503817
4,MLP,0.23646207141623,0.74132543559914,0.952250085881141,0.859668165607071,0.903593839132915,0.602721685689201,0.831617201695942,0.698905573937389,0.764675044347033,0.9506107275624,0.865291653238801,0.905946857865879,0.658914728682171,0.852692713833157,0.743383199079402
4,Gradient Boosting,0.598547354064846,0.70829112107517,0.939306358381503,0.856721972398822,0.896115481307274,0.583408476104599,0.783767413688674,0.668906694236237,0.753004793266888,0.937532625717766,0.868192072188205,0.901530996402577,0.652358691032724,0.810454065469905,0.722863197551213
5,Logistic Regression,0.561243553985468,0.673360321811605,0.905938894610367,0.848825989064008,0.876453005645965,0.586631486367634,0.708820403825717,0.641963426371511,0.736189552567785,0.913586859489377,0.844668207329152,0.877776824770564,0.623449379751901,0.762977473065622,0.686192468619247
