pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
29310, 2.95263, 31, -1,-1,-1,53.5948,19.5429,0.015849,8.68e+08,11,125000,1,0,-9.1232,18894.9,0,-140.408,-135,0.790528
29317, 4.18686, 2, -1,-1,-1,52.814,12.0834,0.015849,8.68e+08,10,125000,1,0,-10.9685,18311.1,0,-140.9,-133,0.436224
29329, 12.9537, 13, -1,-1,-1,56.6556,-2.20663,0.015849,8.68e+08,10,125000,1,0,-16.9592,17535.6,0,-142.406,-133,0.436224
29336, 13.4623, 32, -1,-1,-1,50.6994,14.9701,0.015849,8.68e+08,10,125000,1,0,-8.45324,18265,0,-140.23,-133,0.436224
29338, 13.9444, 59, -1,-1,-1,68.9403,15.9296,0.025119,8.68e+08,12,125000,1,0,-18.2966,18413.6,0,-140.719,-137,1.58106
29345, 15.2811, 1, -1,-1,-1,49.6853,4.56592,0.025119,8.68e+08,10,125000,1,0,-12.0274,17169.8,0,-139.179,-133,0.436224
29352, 17.1424, 14, -1,-1,-1,52.9734,-4.64429,0.025119,8.68e+08,12,125000,1,0,-16.6505,16904.4,0,-140.333,-137,1.58106
29359, 19.0819, 6, -1,-1,-1,58.8268,17.7551,0.025119,8.68e+08,11,125000,1,0,-11.9911,18733.3,0,-139.166,-135,0.790528
29371, 20.3068, 15, -1,-1,-1,45.6789,3.36078,0.019953,8.68e+08,11,125000,1,0,-11.0659,16238.7,0,-139.93,-135,0.790528
29373, 20.4384, 7, -1,-1,-1,49.2345,15.1781,0.015849,8.68e+08,10,125000,1,0,-7.2697,18047.4,0,-139.908,-133,0.436224
29380, 21.2773, 27, -1,-1,-1,49.469,2.97401,0.019953,8.68e+08,10,125000,1,0,-12.3827,16915.4,0,-140.271,-133,0.436224
29387, 23.9028, 34, -1,-1,-1,46.6332,20.216,0.019953,8.68e+08,12,125000,1,0,-3.54741,18211.7,0,-137.873,-137,1.58106
29394, 27.5428, 17, -1,-1,-1,50.261,3.98671,0.025119,8.68e+08,10,125000,1,0,-11.9825,17053.5,0,-139.168,-133,0.436224
29401, 29.9673, 48, -1,-1,-1,58.2624,13.5959,0.015849,8.68e+08,10,125000,1,0,-12.2115,18433,0,-141.225,-133,0.436224
