pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
29629, 2.95263, 31, -1,-1,-1,53.5948,19.5429,0.015849,8.68e+08,11,125000,1,0,-5.378,19210.3,0,-139.38,-135,0.790528
29636, 4.18686, 2, -1,-1,-1,52.814,12.0834,0.015849,8.68e+08,10,125000,1,0,-5.53253,19361.7,0,-139.424,-133,0.436224
29648, 12.9537, 13, -1,-1,-1,56.6556,-2.20663,0.015849,8.68e+08,10,125000,1,0,-10.9634,18773.4,0,-140.898,-133,0.436224
29655, 13.4623, 32, -1,-1,-1,50.6994,14.9701,0.015849,8.68e+08,10,125000,1,0,-2.78816,19322.3,0,-138.655,-133,0.436224
29657, 13.9444, 59, -1,-1,-1,68.9403,15.9296,0.025119,8.68e+08,12,125000,1,0,-16.5177,18383.2,0,-140.297,-137,1.58106
29664, 15.2811, 1, -1,-1,-1,49.6853,4.56592,0.025119,8.68e+08,10,125000,1,0,-4.39903,18947.4,0,-137.11,-133,0.436224
29671, 17.1424, 14, -1,-1,-1,52.9734,-4.64429,0.025119,8.68e+08,12,125000,1,0,-9.44139,18451.1,0,-138.495,-137,1.58106
29678, 19.0819, 6, -1,-1,-1,58.8268,17.7551,0.025119,8.68e+08,11,125000,1,0,-8.93387,18909,0,-138.356,-135,0.790528
29690, 20.3068, 15, -1,-1,-1,45.6789,3.36078,0.019953,8.68e+08,11,125000,1,0,-1.6936,18469.3,0,-137.349,-135,0.790528
29692, 20.4384, 7, -1,-1,-1,49.2345,15.1781,0.015849,8.68e+08,10,125000,1,0,-1.03508,19272.4,0,-138.16,-133,0.436224
29699, 21.2773, 27, -1,-1,-1,49.469,2.97401,0.019953,8.68e+08,10,125000,1,0,-4.46422,18755.1,0,-138.129,-133,0.436224
29707, 23.9028, 34, -1,-1,-1,46.6332,20.216,0.019953,8.68e+08,12,125000,1,0,2.40513,19088.7,1,-136.185,-137,1.58106
29714, 27.5428, 17, -1,-1,-1,50.261,3.98671,0.025119,8.68e+08,10,125000,1,0,-4.36867,18806.5,0,-137.102,-133,0.436224
29721, 29.9673, 48, -1,-1,-1,58.2624,13.5959,0.015849,8.68e+08,10,125000,1,0,-8.32362,18931.6,0,-140.192,-133,0.436224
29734, 31.6144, 33, -1,-1,-1,48.3159,14.776,0.025119,8.68e+08,12,125000,1,0,0.352725,19171.8,1,-135.767,-137,1.58106
29736, 32.2192, 38, -1,-1,-1,46.5081,18.2604,0.025119,8.68e+08,11,125000,1,0,2.90302,19082.6,0,-135.046,-135,0.790528
29748, 38.2457, 12, -1,-1,-1,53.5168,-2.726,0.025119,8.68e+08,11,125000,1,0,-8.13591,18397,0,-138.144,-135,0.790528
29751, 38.3311, 35, -1,-1,-1,42.8706,26.8974,0.025119,8.68e+08,11,125000,1,0,7.86842,17788.2,1,-133.668,-135,0.790528
29758, 40.0296, 45, -1,-1,-1,49.9892,26.326,0.015849,8.68e+08,10,125000,1,0,-0.009065,18268.7,0,-137.87,-133,0.436224
29765, 42.4819, 54, -1,-1,-1,32.6917,-18.6907,0.019953,8.68e+08,12,125000,1,0,-9.01135,11646.5,0,-139.389,-137,1.58106
29772, 44.434, 23, -1,-1,-1,52.663,12.3558,0.025119,8.68e+08,11,125000,1,0,-3.27163,19207.9,0,-136.794,-135,0.790528
29789, 50.4049, 43, -1,-1,-1,54.312,22.8382,0.019953,8.68e+08,11,125000,1,0,-3.44628,18717.1,0,-137.843,-135,0.790528
29792, 50.8724, 56, -1,-1,-1,36.7385,15.7,0.019953,8.68e+08,12,125000,1,0,16.8393,18065,1,-132.371,-137,1.58106
29914, 51.8753, 16, -1,-1,-1,43.5787,3.33355,0.025119,8.68e+08,12,125000,1,0,1.5864,17905.3,0,-135.423,-137,1.58106
29921, 55.211, 26, -1,-1,-1,45.9811,6.78224,0.019953,8.68e+08,10,125000,1,0,1.55475,18593.2,0,-136.43,-133,0.436224
29928, 58.8469, 0, -1,-1,-1,50.9973,1.76664,0.019953,8.68e+08,10,125000,1,0,-4.01603,18557.6,0,-138.006,-133,0.436224
29935, 63.6552, 42, -1,-1,-1,57.2701,22.0895,0.019953,8.68e+08,12,125000,1,0,-5.40189,18783.6,0,-138.391,-137,1.58106
29942, 65.5104, 29, -1,-1,-1,53.1597,22.7923,0.019953,8.68e+08,10,125000,1,0,-1.54498,18777.7,0,-137.307,-133,0.436224
29950, 67.4506, 50, -1,-1,-1,41.8681,15.8049,0.025119,8.68e+08,11,125000,1,0,10.6897,18834.3,1,-132.916,-135,0.790528
29957, 71.1377, 46, -1,-1,-1,54.6577,25.3333,0.015849,8.68e+08,11,125000,1,0,-2.71242,18469.8,0,-138.637,-135,0.790528
29964, 73.0627, 8, -1,-1,-1,61.5605,11.8076,0.015849,8.68e+08,12,125000,1,0,-9.04322,18867.7,0,-140.39,-137,1.58106
29986, 78.6419, 53, -1,-1,-1,63.7255,-19.3744,0.019953,8.68e+08,12,125000,1,0,-16.1036,17983.6,0,-141.203,-137,1.58106
29989, 78.9033, 19, -1,-1,-1,40.7751,-1.36487,0.025119,8.68e+08,12,125000,1,0,2.12178,16124.5,1,-135.276,-137,1.58106
29991, 78.976, 30, -1,-1,-1,49.1832,21.7613,0.019953,8.68e+08,10,125000,1,0,3.35143,18691.4,0,-135.922,-133,0.436224
29993, 79.1722, 40, -1,-1,-1,61.4451,23.9712,0.025119,8.68e+08,12,125000,1,0,-8.09722,18372.9,0,-138.134,-137,1.58106
30001, 81.3715, 25, -1,-1,-1,46.9531,7.28034,0.019953,8.68e+08,12,125000,1,0,2.46503,18611.8,1,-136.175,-137,1.58106
30008, 82.4669, 4, -1,-1,-1,42.9074,11.839,0.019953,8.68e+08,10,125000,1,0,8.89287,18696.7,0,-134.396,-133,0.436224
30016, 84.0789, 24, -1,-1,-1,49.2958,11.6902,0.019953,8.68e+08,12,125000,1,0,1.9262,19194.2,1,-136.326,-137,1.58106
30028, 85.4008, 18, -1,-1,-1,40.7432,2.68504,0.019953,8.68e+08,11,125000,1,0,5.42978,16811.5,0,-135.347,-135,0.790528
30040, 86.4048, 20, -1,-1,-1,36.9421,-9.40013,0.015849,8.68e+08,10,125000,1,0,-1.72341,13416.2,0,-138.368,-133,0.436224
30043, 86.6469, 39, -1,-1,-1,45.4118,22.3109,0.019953,8.68e+08,12,125000,1,0,8.47931,18607.8,1,-134.506,-137,1.58106
30045, 87.1439, 28, -1,-1,-1,54.7574,10.9994,0.025119,8.68e+08,11,125000,1,0,-2.99007,19180.9,0,-136.718,-135,0.790528
30052, 88.101, 5, -1,-1,-1,52.5531,5.19925,0.025119,8.68e+08,11,125000,1,0,-2.52202,18973.2,0,-136.587,-135,0.790528
30059, 88.9335, 3, -1,-1,-1,41.5497,-3.50091,0.019953,8.68e+08,11,125000,1,0,0.825525,16027.4,0,-136.644,-135,0.790528
30067, 91.4149, 57, -1,-1,-1,34.5453,33.8955,0.015849,8.68e+08,10,125000,1,0,20.5735,10122.5,1,-132.518,-133,0.436224
30084, 93.9486, 55, -1,-1,-1,26.4708,-16.153,0.019953,8.68e+08,11,125000,1,0,-5.96967,7524.48,0,-138.56,-135,0.790528
30086, 93.9639, 22, -1,-1,-1,50.1155,6.13403,0.015849,8.68e+08,11,125000,1,0,0.091194,18833.8,0,-137.847,-135,0.790528
30089, 94.0167, 37, -1,-1,-1,42.2727,22.6006,0.025119,8.68e+08,12,125000,1,0,13.8841,18118.7,1,-132.096,-137,1.58106
30096, 97.647, 2, -1,-1,-1,52.814,12.0834,0.015849,8.68e+08,10,125000,1,0,-0.438691,19088.9,0,-137.997,-133,0.436224
30229, 101.095, 49, -1,-1,-1,45.1465,9.99889,0.025119,8.68e+08,11,125000,1,0,6.86019,18761.6,1,-133.95,-135,0.790528
30232, 101.264, 51, -1,-1,-1,41.7614,30.3262,0.019953,8.68e+08,12,125000,1,0,13.3118,15616,1,-133.242,-137,1.58106
30239, 102.133, 41, -1,-1,-1,58.1126,23.701,0.019953,8.68e+08,11,125000,1,0,-4.15307,18661.4,0,-138.045,-135,0.790528
30246, 104.195, 32, -1,-1,-1,50.6994,14.9701,0.015849,8.68e+08,10,125000,1,0,2.61799,19206.4,0,-137.132,-133,0.436224
30258, 106.008, 58, -1,-1,-1,61.4395,-8.16504,0.025119,8.68e+08,10,125000,1,0,-11.0551,18616.4,0,-138.929,-133,0.436224
30260, 106.229, 31, -1,-1,-1,53.5948,19.5429,0.015849,8.68e+08,11,125000,1,0,0.263248,18982.4,0,-137.798,-135,0.790528
30272, 106.712, 13, -1,-1,-1,56.6556,-2.20663,0.015849,8.68e+08,10,125000,1,0,-6.63312,18747,0,-139.738,-133,0.436224
30274, 107.923, 21, -1,-1,-1,41.4114,-7.20632,0.019953,8.68e+08,12,125000,1,0,-0.714433,15242.1,0,-137.082,-137,1.58106
30281, 108.687, 1, -1,-1,-1,49.6853,4.56592,0.025119,8.68e+08,10,125000,1,0,0.762942,18701.3,0,-135.659,-133,0.436224
30289, 109.679, 36, -1,-1,-1,42.8583,20.9283,0.025119,8.68e+08,10,125000,1,0,14.5037,18326.5,1,-131.943,-133,0.436224
