pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
69734, 1.62302, 51, -1,-1,-1,41.7747,27.0798,0.019953,8.68e+08,10,125000,1,0,-1.09416,18391.1,0,-136.407,-133,0.436224
69736, 1.62587, 21, -1,-1,-1,40.9645,-8.5141,0.025119,8.68e+08,10,125000,1,0,-6.91665,17428.8,0,-137.194,-133,0.436224
69738, 1.6377, 17, -1,-1,-1,50.4369,1.49897,0.025119,8.68e+08,10,125000,1,0,3.99219,18359,0,-133.836,-133,0.436224
69740, 1.65248, 37, -1,-1,-1,40.3343,23.9949,0.019953,8.68e+08,10,125000,1,0,-2.50328,18981.6,0,-136.844,-133,0.436224
69747, 1.71842, 45, -1,-1,-1,49.9029,23.105,0.019953,8.68e+08,10,125000,1,0,8.0267,19134.8,0,-133.615,-133,0.436224
69759, 1.85157, 44, -1,-1,-1,49.4502,28.6106,0.025119,8.68e+08,11,125000,1,0,7.54518,17840.6,0,-132.758,-135,0.790528
69771, 1.89771, 11, -1,-1,-1,56.2255,39.0326,0.019953,8.68e+08,11,125000,1,0,17.0997,11904.6,0,-131.107,-135,0.790528
69793, 2.03639, 10, -1,-1,-1,29.4098,30.7973,0.025119,8.68e+08,11,125000,1,0,-11.3272,17294.2,0,-138.47,-135,0.790528
69830, 2.2867, 6, -1,-1,-1,58.9738,20.0075,0.015849,8.68e+08,11,125000,1,0,25.1253,18239.1,0,-130.234,-135,0.790528
69832, 2.33034, 30, -1,-1,-1,51.346,20.6395,0.025119,8.68e+08,10,125000,1,0,9.8877,19443,0,-132.071,-133,0.436224
69854, 2.45322, 54, -1,-1,-1,30.9253,-17.3255,0.025119,8.68e+08,11,125000,1,0,-15.6381,16149.3,0,-139.651,-135,0.790528
69891, 2.6224, 43, -1,-1,-1,54.5524,26.8506,0.025119,8.68e+08,11,125000,1,0,15.8637,17844.3,0,-130.425,-135,0.790528
69898, 2.64007, 33, -1,-1,-1,49.3596,17.3742,0.025119,8.68e+08,11,125000,1,0,6.67617,19824.3,0,-133.018,-135,0.790528
69900, 2.66766, 38, -1,-1,-1,47.1253,14.8343,0.019953,8.68e+08,11,125000,1,0,3.60147,19972.7,0,-134.954,-135,0.790528
69902, 2.69399, 47, -1,-1,-1,59.6848,5.90413,0.025119,8.68e+08,10,125000,1,0,18.6507,16230,0,-129.72,-133,0.436224
69904, 2.69411, 39, -1,-1,-1,46.3585,20.6488,0.025119,8.68e+08,10,125000,1,0,3.48432,19556.1,0,-133.989,-133,0.436224
69906, 2.69796, 41, -1,-1,-1,58.9447,24.7869,0.019953,8.68e+08,10,125000,1,0,26.5124,17349.3,0,-128.944,-133,0.436224
69908, 2.69882, 52, -1,-1,-1,41.051,31.0723,0.025119,8.68e+08,11,125000,1,0,-1.80692,17374.5,0,-135.628,-135,0.790528
69915, 2.73846, 23, -1,-1,-1,53.0062,10.0407,0.019953,8.68e+08,11,125000,1,0,9.86893,19312.2,0,-133.078,-135,0.790528
69917, 2.75878, 15, -1,-1,-1,46.7969,4.21538,0.019953,8.68e+08,11,125000,1,0,1.08056,19262.1,0,-135.735,-135,0.790528
69924, 2.8375, 4, -1,-1,-1,40.6395,14.0986,0.015849,8.68e+08,11,125000,1,0,-2.93535,19962.9,0,-137.978,-135,0.790528
69931, 2.8545, 0, -1,-1,-1,51.7361,-0.026708,0.019953,8.68e+08,12,125000,1,0,4.88683,17775.2,0,-134.563,-137,1.58106
69948, 2.91702, 19, -1,-1,-1,40.3205,0.588055,0.019953,8.68e+08,11,125000,1,0,-5.39328,19105.3,0,-137.733,-135,0.790528
69950, 2.91804, 9, -1,-1,-1,37.2684,22.3544,0.025119,8.68e+08,10,125000,1,0,-5.19401,19138.6,0,-136.668,-133,0.436224
69962, 2.94382, 56, -1,-1,-1,36.4152,15.8389,0.015849,8.68e+08,12,125000,1,0,-6.38129,19768.6,0,-139.028,-137,1.58106
69964, 2.95018, 16, -1,-1,-1,43.8883,3.77517,0.025119,8.68e+08,11,125000,1,0,-1.72693,19386.5,0,-135.606,-135,0.790528
69971, 2.98037, 58, -1,-1,-1,61.7645,-5.43467,0.015849,8.68e+08,10,125000,1,0,14.1534,11411.2,0,-132.882,-133,0.436224
69978, 3.01054, 2, -1,-1,-1,53.8973,12.9091,0.019953,8.68e+08,10,125000,1,0,12.1593,19422,0,-132.427,-133,0.436224
69985, 3.02766, 32, -1,-1,-1,49.6026,12.0142,0.025119,8.68e+08,12,125000,1,0,5.92284,19838.2,0,-133.246,-137,1.58106
69987, 3.07433, 35, -1,-1,-1,45.324,25.6373,0.025119,8.68e+08,10,125000,1,0,2.62075,18689.6,0,-134.255,-133,0.436224
69999, 3.14926, 50, -1,-1,-1,40.4643,15.6624,0.015849,8.68e+08,12,125000,1,0,-2.94375,19905.9,0,-137.98,-137,1.58106
70001, 3.15254, 31, -1,-1,-1,55.0638,20.9219,0.019953,8.68e+08,11,125000,1,0,16.31,19051.7,0,-131.309,-135,0.790528
70013, 3.20603, 20, -1,-1,-1,37.7832,-8.57338,0.025119,8.68e+08,11,125000,1,0,-9.19633,17632.8,0,-137.867,-135,0.790528
70015, 3.23946, 3, -1,-1,-1,39.6293,-3.01936,0.015849,8.68e+08,10,125000,1,0,-6.63759,18563.8,0,-139.109,-133,0.436224
70017, 3.2869, 7, -1,-1,-1,47.5287,14.1315,0.025119,8.68e+08,10,125000,1,0,4.00856,19959.7,0,-133.829,-133,0.436224
70019, 3.30369, 28, -1,-1,-1,55.5274,12.17,0.019953,8.68e+08,10,125000,1,0,14.6096,19041,0,-131.757,-133,0.436224
70021, 3.30572, 42, -1,-1,-1,57.1189,24.7167,0.019953,8.68e+08,11,125000,1,0,21.4936,17925.8,0,-130.039,-135,0.790528
70023, 3.30971, 49, -1,-1,-1,43.8032,8.72835,0.015849,8.68e+08,11,125000,1,0,-0.808796,19865.8,0,-137.321,-135,0.790528
70025, 3.32706, 8, -1,-1,-1,61.3309,10.2038,0.019953,8.68e+08,11,125000,1,0,25.2655,16096.1,0,-129.205,-135,0.790528
70027, 3.32781, 46, -1,-1,-1,55.4077,29.1524,0.015849,8.68e+08,10,125000,1,0,17.6831,16870,0,-131.959,-133,0.436224
70034, 3.37541, 53, -1,-1,-1,63.8649,-23.3273,0.015849,8.68e+08,10,125000,1,0,6.36039,4766.92,0,-135.121,-133,0.436224
70036, 3.43277, 24, -1,-1,-1,46.9164,13.1641,0.025119,8.68e+08,10,125000,1,0,3.16639,19969,0,-134.088,-133,0.436224
70043, 3.52992, 48, -1,-1,-1,57.3116,13.7703,0.025119,8.68e+08,12,125000,1,0,18.503,18738.8,0,-129.755,-137,1.58106
70050, 3.67895, 55, -1,-1,-1,28.545,-14.7042,0.025119,8.68e+08,11,125000,1,0,-16.5687,16766.7,0,-139.89,-135,0.790528
70057, 3.77578, 5, -1,-1,-1,51.653,6.84979,0.019953,8.68e+08,12,125000,1,0,7.11198,19094.8,0,-133.889,-137,1.58106
70059, 3.91083, 1, -1,-1,-1,49.4368,4.27868,0.019953,8.68e+08,11,125000,1,0,3.87599,18983.9,0,-134.871,-135,0.790528
70061, 3.91421, 29, -1,-1,-1,51.379,21.3808,0.015849,8.68e+08,11,125000,1,0,10.1405,19318.7,0,-133.998,-135,0.790528
70063, 3.92192, 14, -1,-1,-1,53.3792,-8.1221,0.019953,8.68e+08,10,125000,1,0,3.7543,15130.2,0,-134.912,-133,0.436224
70065, 3.94699, 36, -1,-1,-1,43.1935,22.9088,0.025119,8.68e+08,11,125000,1,0,0.309809,19192,0,-134.972,-135,0.790528
70067, 3.98092, 26, -1,-1,-1,47.2539,7.35879,0.025119,8.68e+08,11,125000,1,0,2.35863,19603.9,0,-134.338,-135,0.790528
