pid,time,srcId,dstId,srcSat,dstSat,latDev,longDev,loraTP,loraCF,loraSF,loraBW,loraCR,satId,elevSat,doppler,rcvOk,minPowerdBm,sensitivitydBm,duration
983, 11.1269, 42, -1,-1,-1,57.8977,24.2191,0.015849,8.68e+08,12,125000,1,0,18.5329,7188.19,1,-131.747,-137,1.58106
990, 12.3645, 7, -1,-1,-1,48.8319,14.1863,0.025119,8.68e+08,12,125000,1,0,7.0019,15664.6,0,-132.919,-137,1.58106
998, 13.0547, 47, -1,-1,-1,59.7683,8.16129,0.025119,8.68e+08,11,125000,1,0,31.3321,15125.6,1,-127.011,-135,0.790528
1000, 13.3005, 32, -1,-1,-1,50.5868,13.249,0.025119,8.68e+08,11,125000,1,0,9.66547,15737.7,0,-132.134,-135,0.790528
1008, 15.3593, 51, -1,-1,-1,42.3684,27.9023,0.019953,8.68e+08,12,125000,1,0,-2.10293,10636.1,1,-136.721,-137,1.58106
1021, 18.1189, 19, -1,-1,-1,39.0749,1.2067,0.025119,8.68e+08,12,125000,1,0,-2.94659,19199.7,1,-135.979,-137,1.58106
1029, 18.4697, 11, -1,-1,-1,54.7543,39.9536,0.025119,8.68e+08,11,125000,1,0,6.30183,282.346,1,-133.134,-135,0.790528
1031, 18.6216, 10, -1,-1,-1,29.4544,31.4812,0.019953,8.68e+08,10,125000,1,0,-12.5729,10566.6,0,-139.82,-133,0.436224
1044, 22.206, 15, -1,-1,-1,46.9546,3.40824,0.019953,8.68e+08,11,125000,1,0,5.73036,18810.9,1,-134.301,-135,0.790528
1047, 22.8768, 14, -1,-1,-1,52.2544,-7.65371,0.025119,8.68e+08,12,125000,1,0,11.2927,19288.4,1,-131.668,-137,1.58106
1059, 23.4428, 52, -1,-1,-1,41.266,34.2383,0.015849,8.68e+08,10,125000,1,0,-4.17695,7682.95,0,-138.361,-133,0.436224
1062, 24.0932, 22, -1,-1,-1,50.551,7.07049,0.025119,8.68e+08,11,125000,1,0,10.9598,17638.9,1,-131.761,-135,0.790528
1070, 26.6197, 37, -1,-1,-1,41.4835,21.171,0.019953,8.68e+08,12,125000,1,0,-1.32282,13234.1,1,-136.477,-137,1.58106
1077, 29.4238, 3, -1,-1,-1,41.8058,-4.891,0.025119,8.68e+08,11,125000,1,0,-0.192108,19694.3,0,-135.125,-135,0.790528
1085, 31.6479, 5, -1,-1,-1,52.4733,3.05793,0.025119,8.68e+08,10,125000,1,0,14.9459,18290.7,1,-130.663,-133,0.436224
